Date,TSLA,BND,SPY
2021-02-12,272.0400085449219,73.47752380371094,364.58270263671875
2021-02-15,272.0400085449219,73.47752380371094,364.58270263671875
2021-02-16,265.40667724609375,73.13062286376953,364.2669372558594
2021-02-17,266.04998779296875,73.28290557861328,364.3504638671875
2021-02-18,262.4599914550781,73.2406234741211,362.7997741699219
2021-02-19,260.4333190917969,72.98677062988281,362.1591491699219
2021-02-22,238.1666717529297,72.78367614746094,359.3735046386719
2021-02-23,232.94667053222656,72.76681518554688,359.8099670410156
2021-02-24,247.33999633789062,72.7244644165039,363.7747802734375
2021-02-25,227.4066619873047,72.08987426757812,355.0093688964844
2021-02-26,225.1666717529297,72.71604919433594,353.18011474609375
2021-03-01,239.47666931152344,72.6219482421875,361.7413635253906
2021-03-02,228.81333923339844,72.61346435546875,358.9184875488281
2021-03-03,217.73333740234375,72.38468933105469,354.1643981933594
2021-03-04,207.14666748046875,72.15586853027344,349.7817077636719
2021-03-05,199.31666564941406,72.1135025024414,356.21649169921875
2021-03-08,187.6666717529297,71.78302001953125,354.4429626464844
2021-03-09,224.52667236328125,72.02030944824219,359.50347900390625
2021-03-10,222.68666076660156,72.15586853027344,361.7413635253906
2021-03-11,233.1999969482422,72.16436767578125,365.4090576171875
2021-03-12,231.2433319091797,71.73219299316406,365.901123046875
2021-03-15,235.97999572753906,71.81693267822266,368.0834045410156
2021-03-16,225.6266632080078,71.80841064453125,367.61895751953125
2021-03-17,233.93666076660156,71.78302001953125,368.87249755859375
2021-03-18,217.72000122070312,71.48643493652344,363.50555419921875
2021-03-19,218.2899932861328,71.54576110839844,362.8329772949219
2021-03-22,223.3333282470703,71.74911499023438,365.7301330566406
2021-03-23,220.72000122070312,71.91012573242188,362.8515625
2021-03-24,210.08999633789062,72.02030944824219,361.007080078125
2021-03-25,213.4633331298828,71.96946716308594,363.0379333496094
2021-03-26,206.23666381835938,71.84232330322266,368.8883056640625
2021-03-29,203.76333618164062,71.74911499023438,368.701904296875
2021-03-30,211.8733367919922,71.82540893554688,367.72369384765625
2021-03-31,222.64332580566406,71.79151916503906,369.2142333984375
2021-04-01,220.5833282470703,72.02252197265625,373.20147705078125
2021-04-02,220.5833282470703,72.02252197265625,373.20147705078125
2021-04-05,230.35000610351562,71.91211700439453,378.55804443359375
2021-04-06,230.5399932861328,72.16693878173828,378.3345031738281
2021-04-07,223.6566619873047,72.08195495605469,378.7723388671875
2021-04-08,227.93333435058594,72.24331665039062,380.5703125
2021-04-09,225.67333984375,72.14993286132812,383.33709716796875
2021-04-12,233.9933319091797,72.13291931152344,383.476806640625
2021-04-13,254.10667419433594,72.3198013305664,384.6133728027344
2021-04-14,244.07666015625,72.26881408691406,383.2998962402344
2021-04-15,246.28334045410156,72.57456970214844,387.41741943359375
2021-04-16,246.5933380126953,72.37921905517578,388.7122497558594
2021-04-19,238.2100067138672,72.33674621582031,386.80255126953125
2021-04-20,239.663330078125,72.4556655883789,383.9705810546875
2021-04-21,248.0399932861328,72.5321044921875,387.603759765625
2021-04-22,239.89666748046875,72.56608581542969,384.063720703125
2021-04-23,243.13333129882812,72.57456970214844,388.2279052734375
2021-04-26,246.06666564941406,72.52361297607422,389.0383605957031
2021-04-27,234.913330078125,72.33674621582031,388.9545593261719
2021-04-28,231.46665954589844,72.37073516845703,388.8427734375
2021-04-29,225.6666717529297,72.31129455566406,391.32073974609375
2021-04-30,236.47999572753906,72.4131851196289,388.7495422363281
2021-05-03,228.3000030517578,72.43104553222656,389.5880126953125
2021-05-04,224.53334045410156,72.52466583251953,387.1845703125
2021-05-05,223.64666748046875,72.56716918945312,387.3055419921875
2021-05-06,221.17999267578125,72.60115814208984,390.3985900878906
2021-05-07,224.1233367919922,72.60968017578125,393.2397766113281
2021-05-10,209.67999267578125,72.43956756591797,389.34588623046875
2021-05-11,205.73333740234375,72.29496765136719,385.87103271484375
2021-05-12,196.6300048828125,72.03981018066406,377.6731262207031
2021-05-13,190.56333923339844,72.18437194824219,382.2098693847656
2021-05-14,196.5800018310547,72.3544921875,388.07879638671875
2021-05-17,192.27667236328125,72.28643035888672,387.09124755859375
2021-05-18,192.6233367919922,72.20992279052734,383.75628662109375
2021-05-19,187.82000732421875,72.13333892822266,382.7500915527344
2021-05-20,195.5933380126953,72.37149810791016,386.8677978515625
2021-05-21,193.6266632080078,72.38855743408203,386.551025390625
2021-05-24,202.14666748046875,72.47355651855469,390.4916076660156
2021-05-25,201.56333923339844,72.66075897216797,389.6252746582031
2021-05-26,206.3766632080078,72.63521575927734,390.3985900878906
2021-05-27,210.28334045410156,72.53314971923828,390.6034240722656
2021-05-28,208.4066619873047,72.52466583251953,391.3021545410156
2021-05-31,208.4066619873047,72.52466583251953,391.3021545410156
2021-06-01,207.96665954589844,72.5195083618164,390.95745849609375
2021-06-02,201.7066650390625,72.59619903564453,391.57232666015625
2021-06-03,190.94667053222656,72.45987701416016,390.1189880371094
2021-06-04,199.68333435058594,72.74954986572266,393.6869812011719
2021-06-07,201.7100067138672,72.69844818115234,393.3050537109375
2021-06-08,201.19667053222656,72.83477783203125,393.3888244628906
2021-06-09,199.5933380126953,72.97960662841797,392.80194091796875
2021-06-10,203.3733367919922,73.13291931152344,394.62786865234375
2021-06-11,203.29666137695312,73.11589050292969,395.27996826171875
2021-06-14,205.89666748046875,72.9284439086914,396.1650695800781
2021-06-15,199.7866668701172,72.9284439086914,395.4383239746094
2021-06-16,201.6233367919922,72.7239761352539,393.23040771484375
2021-06-17,205.53334045410156,72.97103881835938,393.10009765625
2021-06-18,207.77000427246094,73.20109558105469,387.7970886230469
2021-06-21,206.94332885742188,72.94551086425781,393.3486328125
2021-06-22,207.90333557128906,73.04774475097656,395.4515686035156
2021-06-23,218.85667419433594,72.99662780761719,394.97491455078125
2021-06-24,226.60667419433594,73.03068542480469,397.31158447265625
2021-06-25,223.9566650390625,72.89440155029297,398.7227783203125
2021-06-28,229.57333374023438,73.09033203125,399.5265808105469
2021-06-29,226.9199981689453,73.12443542480469,399.7415771484375
2021-06-30,226.56666564941406,73.175537109375,400.0780334472656
2021-07-01,225.97332763671875,73.16870880126953,402.2930908203125
2021-07-02,226.3000030517578,73.29670715332031,405.3680419921875
2021-07-05,226.3000030517578,73.29670715332031,405.3680419921875
2021-07-06,219.86000061035156,73.56121063232422,404.629638671875
2021-07-07,214.88333129882812,73.71479797363281,406.0596618652344
2021-07-08,217.60333251953125,73.78307342529297,402.7510681152344
2021-07-09,218.98333740234375,73.55270385742188,407.0503845214844
2021-07-12,228.56666564941406,73.52706146240234,408.50836181640625
2021-07-13,222.84666442871094,73.29670715332031,407.11578369140625
2021-07-14,217.7933349609375,73.5441665649414,407.7232971191406
2021-07-15,216.86666870117188,73.72335052490234,406.3306884765625
2021-07-16,214.74000549316406,73.65508270263672,403.1436767578125
2021-07-19,215.4066619873047,74.07319641113281,397.1900634765625
2021-07-20,220.1666717529297,73.99638366699219,402.8819580078125
2021-07-21,218.42999267578125,73.75746154785156,406.143798828125
2021-07-22,216.4199981689453,73.91956329345703,406.99432373046875
2021-07-23,214.4600067138672,73.83426666259766,411.1815185546875
2021-07-26,219.2066650390625,73.79161071777344,412.19085693359375
2021-07-27,214.92666625976562,73.97936248779297,410.3122863769531
2021-07-28,215.66000366210938,74.04759216308594,410.1439208984375
2021-07-29,225.78334045410156,73.91956329345703,411.84503173828125
2021-07-30,229.06666564941406,74.03052520751953,409.8450012207031
2021-08-02,236.55667114257812,74.2065658569336,408.985107421875
2021-08-03,236.5800018310547,74.2236557006836,412.3123474121094
2021-08-04,236.97332763671875,74.2236557006836,410.28424072265625
2021-08-05,238.2100067138672,74.05274200439453,412.88250732421875
2021-08-06,233.03334045410156,73.7023696899414,413.5647888183594
2021-08-09,237.9199981689453,73.56560516357422,413.2283630371094
2021-08-10,236.663330078125,73.45451354980469,413.7422790527344
2021-08-11,235.94000244140625,73.50577545166016,414.77044677734375
2021-08-12,240.75,73.5143051147461,416.0135192871094
2021-08-13,239.05667114257812,73.80491638183594,416.7705993652344
2021-08-16,228.72332763671875,73.87327575683594,417.75189208984375
2021-08-17,221.90333557128906,73.79635620117188,415.0133972167969
2021-08-18,229.663330078125,73.77926635742188,410.4710998535156
2021-08-19,224.49000549316406,73.94163513183594,411.1065979003906
2021-08-20,226.75332641601562,73.92454528808594,414.3778076171875
2021-08-23,235.43333435058594,73.94163513183594,418.0230407714844
2021-08-24,236.163330078125,73.79635620117188,418.6864929199219
2021-08-25,237.06666564941406,73.67671203613281,419.5650634765625
2021-08-26,233.72000122070312,73.68527221679688,417.0883483886719
2021-08-27,237.30667114257812,73.8989028930664,420.8174743652344
2021-08-30,243.6366729736328,73.984375,422.66802978515625
2021-08-31,245.24000549316406,73.89034271240234,422.04180908203125
2021-09-01,244.69667053222656,73.90321350097656,422.26611328125
2021-09-02,244.1300048828125,74.00589752197266,423.5653076171875
2021-09-03,244.52333068847656,73.85184478759766,423.4624938964844
2021-09-06,244.52333068847656,73.85184478759766,423.4624938964844
2021-09-07,250.97332763671875,73.63786315917969,421.9483642578125
2021-09-08,251.2899932861328,73.75770568847656,421.43438720703125
2021-09-09,251.6199951171875,74.0230484008789,419.63055419921875
2021-09-10,245.42333984375,73.84326934814453,416.3219299316406
2021-09-13,247.6666717529297,73.95455932617188,417.3872985839844
2021-09-14,248.163330078125,74.13429260253906,415.1349182128906
2021-09-15,251.94332885742188,74.06584167480469,418.6023864746094
2021-09-16,252.3300018310547,73.92890167236328,417.9388427734375
2021-09-17,253.163330078125,73.83470916748047,413.86767578125
2021-09-20,243.38999938964844,74.04014587402344,406.9667053222656
2021-09-21,246.4600067138672,74.0230484008789,406.5823669433594
2021-09-22,250.64666748046875,74.10006713867188,410.5484619140625
2021-09-23,251.2133331298828,73.70634460449219,415.53662109375
2021-09-24,258.1300048828125,73.55225372314453,416.22113037109375
2021-09-27,263.78668212890625,73.46666717529297,415.03033447265625
2021-09-28,259.1866760253906,73.14996337890625,406.66668701171875
2021-09-29,260.4366760253906,73.15850067138672,407.3511657714844
2021-09-30,258.49334716796875,73.14139556884766,402.37237548828125
2021-10-01,258.40667724609375,73.39002227783203,407.1542053222656
2021-10-04,260.510009765625,73.33855438232422,401.9036560058594
2021-10-05,260.1966552734375,73.15852355957031,406.0853576660156
2021-10-06,260.9166564941406,73.1928482055664,407.7731018066406
2021-10-07,264.53668212890625,72.98712158203125,411.298583984375
2021-10-08,261.8299865722656,72.80706024169922,410.5484619140625
2021-10-11,263.9800109863281,72.69560241699219,407.576171875
2021-10-12,268.5733337402344,72.96138763427734,406.5729064941406
2021-10-13,270.3599853515625,73.15852355957031,408.0356140136719
2021-10-14,272.7733459472656,73.287109375,414.8990783691406
2021-10-15,281.010009765625,73.10710144042969,418.058837890625
2021-10-18,290.03668212890625,73.06424713134766,419.29644775390625
2021-10-19,288.0899963378906,72.8585205078125,422.5313415527344
2021-10-20,288.6000061035156,72.77275848388672,424.1909484863281
2021-10-21,298.0,72.66992950439453,425.2973327636719
2021-10-22,303.2266540527344,72.82417297363281,424.8565673828125
2021-10-25,341.6199951171875,72.8585205078125,427.1350402832031
2021-10-26,339.4766540527344,73.00423431396484,427.5195007324219
2021-10-27,345.9533386230469,73.26998138427734,425.6255187988281
2021-10-28,359.0133361816406,73.17566680908203,429.7322998046875
2021-10-29,371.3333435058594,73.1928482055664,430.6042785644531
2021-11-01,402.86334228515625,73.13616180419922,431.34503173828125
2021-11-02,390.6666564941406,73.27352905273438,433.0890197753906
2021-11-03,404.6199951171875,73.14473724365234,435.73309326171875
2021-11-04,409.9700012207031,73.47962951660156,437.7865295410156
2021-11-05,407.36334228515625,73.70282745361328,439.305419921875
2021-11-08,387.64666748046875,73.53972625732422,439.6804504394531
2021-11-09,341.1666564941406,73.7457504272461,438.22723388671875
2021-11-10,355.98333740234375,73.2477798461914,434.7017517089844
2021-11-11,354.5033264160156,73.12760925292969,434.84234619140625
